Ad Date,Ad Title,Ad Type,Age Specified,County,Gender Specified,Image No,Count,URL_ERROR,FULL TEXT,Notes,Press Date,Sale Date,Sale Disposition,Sale Location County,Sale Location Locale,Sale Location State,Skills Specified,First Name,Last Name,Source,Source Page,Subscriber County,Subscriber Firstname,Subscriber Lastname,Subscriber Locale,Subscriber State
18310223,For Sale,sell,,Baltimore City,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310223acda1.pdf,,,"FOR SALE, for a term of about 14 years, a Negro Woman, a good cook, washer and ironer; she is fond of children, and is only 
sold because her present owner is about to leave this city. Apply at this
office.
fe 23 4t*",,18310223,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,BC,,,,MD
18310302,To Hire by the Year,sell,19 - 30,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310302acda1.pdf,,,"TO HIRE BY THE YEAR.	
Two NEGRO BOYS, (slaves) one about nineteen years old,
has been accustomed to waiting and driving a carriage.
The other fifteen years old, and has been accustomed
to work on a farm, but would suit a family in the city.
They are both likely, honest and intelligent. Apply
at this office.
mh 1 d4t",,18310302,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310302,To Hire by the Year,sell,18-Nov,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310302acda1.pdf,,,"TO HIRE BY THE YEAR.	
Two NEGRO BOYS, (slaves) one about nineteen years old,
has been accustomed to waiting and driving a carriage.
The other fifteen years old, and has been accustomed
to work on a farm, but would suit a family in the city.
They are both likely, honest and intelligent. Apply
at this office.
mh 1 d4t",,18310302,,private_dealer,,,MD,field hands,,,American and Commercial Daily Advertiser,,,,,,MD
18310305,Cash for Negroes,Purchase,25-Aug,Queen Anne's,both sexes,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310305ctpa1.pdf,,,"Cash for Negroes.
THE Subscriber wishes to Purchase
50 negroes, from 8 to 25 years old, of
either sex.
He will give the highest cash prices,
with or without competition, no certificates of character will be required.
Those having slaves for sale, will
please call on the subscriber, or address a line to 
H. ROBERTSON.
at Centreville, Md.
march 5th tf
Chestertown Inquirer, Easton
Gazette, Elkton Press, will insert
the above 2 months, and send a paper
(charge marked,) to the Times Newspaper, at Centreville. 
H. R.",No certificates of character will be required at purchase,18310305,,private_dealer,,,,,50 Negroes,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,H.,Robertson,Centreville,Maryland
18310309,For Sale,sell,18-Nov,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310309acda1.pdf,,,"FOR SALE—A negro GIRL about 16 years of
age, strong and healthy. She is a very capable,
servant. For terms apply at No. 8 Light st. wharf.
She will not be sold to go out of the Slate.
mh 9 eo4tif",,18310309,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310319,Cook for Sale,sell,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310319acda1.pdf,,,"COOK FOR SALE—The advertiser wishes to
 sell as slaves for life, a Negro Woman and her female child, aged 2 years. The woman is a good washer, ironer, and plain cook, and is capable of house
work generally. They will not be sold to go out of
the state. Inquire at this office.
mh 19 d4t",,18310319,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310319,Cook for Sale,sell,under 10,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310319acda1.pdf,,,"COOK FOR SALE—The advertiser wishes to
 sell as slaves for life, a Negro Woman and her female child, aged 2 years. The woman is a good washer, ironer, and plain cook, and is capable of house
work generally. They will not be sold to go out of
the state. Inquire at this office.
mh 19 d4t",,18310319,,private_dealer,,,MD,,,,American and Commercial Daily Advertiser,,,,,,MD
18310323,For Sale,sell,18-Nov,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310323acda1.pdf,,,"FOR SALE— For a term of years, a likely negro
GIRL about eighteen years old. She is a good
Cook, and well accustomed to all kinds of housework.
For further particulars inquire at this office.
mh 23 eo4t*",,18310323,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310329,For Sale,sell,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310402acda1.pdf,,,"FOR SALE—A young MULATTO MAN that
 is a miller and cooper, for a term of years. This
man is sold because the owner has no use for him,
and that is the sole cause. There is not a better hand
or disposition, or a more valuable servant in his way,
in the state. Apply at this office. 
mh 29 d8t",,18310402,,private_dealer,,,MD,"mechanics, smiths, artisans",,,American and Commercial Daily Advertiser,,,,,,MD
18310329,Sale,Sale,,Queen Anne's,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310326ctpa1.pdf,,,"SALE.
By virtue of a writ of Vendi. Exps.
issued out of Queen Ann’s county Court,
and to me directed at the suit of John
Marley against Benjamin Seegar, will
be sold at the court house door in Centreville, on Saturday 16th day of April
next, between the hours of 10 and 5
o'clock of that day, the following property to wit;
One Negro man Stephen
and One Negro Boy,
STEPHEN.
Taken as the property of the said
Seegar, and will be sold for cash to
pay said writ and cost.
Thos. ASHCOM.
Sheriff.
march 29 4t ",Taken as the property of Benjamin Seeger,18310326,18310416,public_dealer,Queen Anne's County,At the court house door in Centreville,Maryland,,Stephen,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,,Maryland
18310329,Sale,Sale,,Queen Anne's,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310326ctpa1.pdf,,,"SALE.
By virtue of a writ of Vendi. Exps.
issued out of Queen Ann’s county Court,
and to me directed at the suit of John
Marley against Benjamin Seegar, will
be sold at the court house door in Centreville, on Saturday 16th day of April
next, between the hours of 10 and 5
o'clock of that day, the following property to wit;
One Negro man Stephen
and One Negro Boy,
STEPHEN.
Taken as the property of the said
Seegar, and will be sold for cash to
pay said writ and cost.
Thos. ASHCOM.
Sheriff.
march 29 4t ",Taken as the property of Benjamin Seeger,18310326,18310416,public_dealer,Queen Anne's County,At the court house door in Centreville,Maryland,,Stephen,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Thos.,Ashcom,,Maryland
18310405,To Brick Makers,sell,18-Nov,Baltimore City,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310405acda1.pdf,,,"TO BRICK MAKERS—A NEGRO BOY who is an excellent off-bearer; he is 15 years of age,
and has 20 rears to serve—will be sold by applying at
the corner of Pratt and Paca streets, opposite the
Three Tun Tavern. 
ap 5 d4t",,18310405,,private_dealer,BC,Pratt Street,MD,"mechanics, smiths, artisans",,,American and Commercial Daily Advertiser,,BC,,,,MD
18310408,Negro Girl for Sale,sell,18-Nov,Baltimore City,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310408acda1.pdf,,,"NEGRO GIRL FOR SALE—For sale for a term of years, a likely NEGRO GIRL, about 16 years of age, just from the Eastern Shore. Apply at
Sinners’ Tammay Hall, Water street. 
ap 8 4t*",,18310408,,private_dealer,,,MD,,,,American and Commercial Daily Advertiser,,BC,,,"Sinner's Tammay Hall, Water Street",MD
18310409,For Sale for Life,sell,18-Nov,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310409acda1.pdf,,,"FOR SALE FOR LIFE—a likely yellow boy
just from the Country, aged about 16 years. He
is sound and healthy, has been raised, partly, in the
house, and has some knowledge of the management of
hordes. This is an intelligent, sprightly boy, sold for
no fault and it is believed he would be a valuable acquisition to any one wanting such a servant. He will
not be sold to go out of the State. Apply at this office.
ap d4t",,18310409,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310409,Sale,Sale,,Queen Anne's,unknown,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310409ctpa2.pdf,,,"SALE!
BY virtue of an Order of Queen
Ann's county court, sitting as a court of
equity, made at November Term, 1830,
I will sell at public sale in Centreville, on 6 months credit,
TWO NEGROES:
(possessed by William Murphey at the
time of his death,) on
SATURDAY 23d APRIL, inst.
Bond with approved security will be required before the Negroes are taken away. It is understood that said Negroes will not be sold to persons out of
the state, or to persons who would sell
them out of the state. 
TH. B. TURPIN,
Trustee.
april 9",negroes were possessed by William Murphey at the time of his death,18310409,18310423,public_dealer,Queen Anne's County,Centreville,Maryland,,Two negroes,,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Th. B.,Turpin,,Maryland
18310409,Notice,Theft,13,Queen Anne's,Male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310409ctpa1.pdf,,,"NOTICE
SUPPOSED to be lost or stolen,
my son PHILIP BENSON,
about 13 years old—had on a
grey cloth pantaloons, a black
Kersey Roundabout and red
Yarn stockings—he has a scar from a
cut, in his forehead. Any information
of him will be thankfully received, and
as far as I am able will pay any person
that will bring him to me, or to Mr. Jas.
Harris, near Centreville, Md.
DEBBY BENSON,
Negro.
april 9",Philip is supposed to be lost or stolen. His mother Debby Benson placed the ad.,18310409,,private_dealer,,,,,Phillip,Benson,Centreville Times and Eastern-Shore Public Advertiser,3,QA,Debby,Benson,Centreville,Maryland
18310414,For Sale,sell,19 - 30,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310414acda1.pdf,,,"FOR SALE-For term of years, a coloured Woman,
aged about 22 years, who is an excellent
general house servant, is a good washer, and plain
cook, and very fond of children—-has nearly ten years
to serve. Apply at this office.
ap 14 d4t",,18310414,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310416,For Hire,sell,18-Nov,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310420acda1.pdf,,,"TO HIRE, by the year—A smart likely coloured
GIRL, 17 years old; she is strictly honest and
sober; accustomed to house work generally; and a tolerable seamstress. The terms will be low, as her owner has no use for her, and the object is to get her a
good steady home. Inquire of the printer.
ap 16 4t",,18310420,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310416,Public Sale,Sale,,Queen Anne's,Both sexes,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310423ctpa1.pdf,,,"Public Sale.
IN pursuance of an order of the Orphans’ Court of Queen Ann’s County,
the subscriber will offer at Public Sale,
(unless previously disposed of by private sale) on
Tuesday 3d day of May
next, at the Court house door in Centreville,
on a credit of 6 months, seven
Negro children, of both sexes, to serve
until they shall respectively attain the
age of 28 years. The sale will take
place between 3 & 4 o'cIock, p. m.
John Tilghman,
Agent for Ben. Chew, jr. Executor of 
Wm. Tilghman, deed.
april 16 ts",the negro children are to serve until the age of 26,18310423,18310503,public_dealer,Queen Anne's County,Centreville,Maryland,,Seven Negro Children,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,John,Tilghman,,Maryland
18310421,For Sale,sell,19 - 30,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310421acda1.pdf,,,"FOR SALE—A smart likely COLOURED WOMAN, aged about 19 years, with her male child
aged 3 years, slaves for life. The woman is a good
general house servant; is sold in consequence of the
present owner having no use for her. To any person
wishing to purchase, living in or near the city, the
terms will be liberal. Apply at this office.
ap 21",,18310421,,private_dealer,,,MD,domestics,,,American and Commercial Daily Advertiser,,,,,,MD
18310421,For Sale,sell,under 10,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310421acda1.pdf,,,"FOR SALE—A smart likely COLOURED WOMAN, aged about 19 years, with her male child
aged 3 years, slaves for life. The woman is a good
general house servant; is sold in consequence of the
present owner having no use for her. To any person
wishing to purchase, living in or near the city, the
terms will be liberal. Apply at this office.
ap 21",,18310421,,private_dealer,,,MD,,,,American and Commercial Daily Advertiser,,,,,,MD
18310423,For Sale,sell,18-Nov,Baltimore City,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310423acda1.pdf,,,"FOR SALE--A couple of young NEGRO WOMEN, just from the country, one 18, the other
19 years of age, both of good character; slaves for life, but not to go out of the state. Inquire at No. 55 South street, at Mrs. Reading's boarding house.
ap 23 d4t*",,18310423,,private_dealer,BC,,MD,,,,American and Commercial Daily Advertiser,,BC,,,No. 55 South Street,MD
18310423,For Sale,sell,19 - 30,Baltimore City,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310423acda1.pdf,,,"FOR SALE--A couple of young NEGRO WOMEN, just from the country, one 18, the other
19 years of age, both of good character; slaves for life, but not to go out of the state. Inquire at No. 55 South street, at Mrs. Reading's boarding house.
ap 23 d4t*",,18310423,,private_dealer,BC,,MD,,,,American and Commercial Daily Advertiser,,BC,,,No. 55 South Street,MD
18310423,For Sale,sell,14,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310423acda2.pdf,,,"FOR SALE, an active coloured Boy, slave for life,
 aged 14 years. He will not be sold to go out of
the State. He has been raised on a farm, and would
no doubt prove valuable as a farm hand. The owner
 has no use for him and he will be sold at a reasonable price. Apply at this office.
ap 23 d4t",,18310423,,private_dealer,,,MD,field hands,,,American and Commercial Daily Advertiser,,,,,,MD
18310427,For Sale,sell,18-Nov,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18310427acda1.pdf,,,"FOR SALE—-A negro BOY, not long from the
country, aged about 15 1/2 years, to serve until the
year 1840.  He is a well disposed boy and of excellent
character, and is offered for sale because his present
owner has no occasion for his services. Apply at this
office.	
ap 27 d4t",,18310427,,private_dealer,,,MD,,,,American and Commercial Daily Advertiser,,,,,,MD
